session_block_order,batch_index,subject,seed,arm,session,block,block_span,is_final_batch_of_block,batch_n,rng_seed,rng_seed_payload,rng_seed_restored,model_training_flag_during_forward,dropout_active_during_forward,batch_mean_entropy,batch_marginal_q1,batch_pred_positive_frac,batch_mean_max_conf,batch_entropy_loss,batch_grad_norm,H_cond,q1,H_marg,dominant_share,mean_max_conf,pred_positive_frac,true_positive_frac,batch_accuracy,batch_balanced_accuracy,affine_drift_l2,affine_norm_l2
metadata_order,4,sub-03,0,source,ses-2,1,70,False,32,1304636468,EEGTTA-PHASE1|v1|metadata_order|source|sub-03|0|4,783507015,False,False,0.5236356258392334,0.681708812713623,0.75,0.725834310054779,,,0.5236356275826359,0.6817088252864778,0.6255746771577169,0.6817088252864778,0.7258343235589564,0.75,1.0,0.75,nan,,
metadata_order,5,sub-03,0,source,ses-2,1,70,True,6,217351833,EEGTTA-PHASE1|v1|metadata_order|source|sub-03|0|5,1304636468,False,False,0.5185704231262207,0.7049924731254578,0.6666666865348816,0.7375982999801636,,,0.5185704353728989,0.7049924085537592,0.6065747115790572,0.7049924085537592,0.7375982254743576,0.6666666666666666,1.0,0.6666666666666666,nan,,
metadata_order,0,sub-04,0,source,ses-1,0,4,True,4,380834646,EEGTTA-PHASE1|v1|metadata_order|source|sub-04|0|0,1562623097,False,False,0.6779984831809998,0.5741356611251831,1.0,0.5741356611251831,,,0.6779985105437938,0.5741356611251831,0.6821143535530384,0.5741356611251831,0.5741356611251831,1.0,0.0,0.0,nan,,
metadata_order,1,sub-04,0,source,ses-2,1,62,False,32,2113893623,EEGTTA-PHASE1|v1|metadata_order|source|sub-04|0|1,380834646,False,False,0.32670044898986816,0.7761812806129456,0.84375,0.8556129336357117,,,0.3267004322139827,0.7761812778189778,0.5316988742980051,0.7761812778189778,0.8556129364296794,0.84375,1.0,0.84375,nan,,
metadata_order,2,sub-04,0,source,ses-2,1,62,True,30,431288868,EEGTTA-PHASE1|v1|metadata_order|source|sub-04|0|2,2113893623,False,False,0.40304720401763916,0.7572121024131775,0.7666667103767395,0.8039777278900146,,,0.40304715761535065,0.7572120358546575,0.5542723064443433,0.7572120358546575,0.8039777229229609,0.7666666666666667,1.0,0.7666666666666667,nan,,
metadata_order,0,sub-05,0,source,ses-1,0,65,False,32,1023200408,EEGTTA-PHASE1|v1|metadata_order|source|sub-05|0|0,1605476770,False,False,0.6153398156166077,0.4264122545719147,0.28125,0.6708400845527649,,,0.6153398191404212,0.42641223408281803,0.6822774206294044,0.573587765917182,0.670840123668313,0.28125,0.0,0.71875,nan,,
metadata_order,1,sub-05,0,source,ses-1,0,65,False,32,58838957,EEGTTA-PHASE1|v1|metadata_order|source|sub-05|0|1,1023200408,False,False,0.6083576679229736,0.3786686062812805,0.25,0.6686526536941528,,,0.608357638627999,0.37866861186921597,0.6634085842883402,0.621331388130784,0.6686526145786047,0.25,0.0,0.75,nan,,
metadata_order,2,sub-05,0,source,ses-1,0,65,True,1,910876906,EEGTTA-PHASE1|v1|metadata_order|source|sub-05|0|2,58838957,False,False,0.5170607566833496,0.21235541999340057,0.0,0.7876445055007935,,,0.5170607511197489,0.21235541999340057,0.5170607511197489,0.7876445800065994,0.7876445800065994,0.0,0.0,1.0,nan,,
metadata_order,3,sub-05,0,source,ses-2,1,67,False,32,1200560402,EEGTTA-PHASE1|v1|metadata_order|source|sub-05|0|3,910876906,False,False,0.598829984664917,0.35763922333717346,0.15625,0.677719235420227,,,0.5988299765489868,0.3576392401009798,0.6520477919706583,0.6423607598990202,0.6777192298322916,0.15625,1.0,0.15625,nan,,
metadata_order,4,sub-05,0,source,ses-2,1,67,False,32,1861891676,EEGTTA-PHASE1|v1|metadata_order|source|sub-05|0|4,1200560402,False,False,0.609473466873169,0.35852932929992676,0.125,0.6620032787322998,,,0.6094734495069103,0.35852934257127345,0.652567334785068,0.6414706574287266,0.6620032356586307,0.125,1.0,0.125,nan,,
