subject,seed,arm,session_block_order,accuracy,balanced_accuracy,f1,roc_auc,n_windows,n_true_positive_class,n_predicted_positive,confusion_matrix
sub-01,0,tent_det,metadata_order,0.4715447154471545,0.4746376811594203,0.453781512605042,0.47047772410091254,123,54,65,"[[31, 38], [27, 27]]"
sub-02,0,tent_det,metadata_order,0.5373134328358209,0.5370535714285714,0.5230769230769231,0.5013392857142857,134,64,66,"[[38, 32], [30, 34]]"
sub-03,0,tent_det,metadata_order,0.44755244755244755,0.4480430528375734,0.45517241379310347,0.4442270058708415,143,70,75,"[[31, 42], [37, 33]]"
sub-04,0,tent_det,metadata_order,0.4393939393939394,0.23387096774193547,0.6105263157894737,0.3185483870967742,66,62,33,"[[0, 4], [33, 29]]"
sub-05,0,tent_det,metadata_order,0.5606060606060606,0.5602755453501722,0.5735294117647058,0.5320321469575201,132,67,69,"[[35, 30], [28, 39]]"
sub-06,0,tent_det,metadata_order,0.463768115942029,0.46727195945945943,0.4714285714285714,0.47592905405405406,138,64,76,"[[31, 43], [31, 33]]"
sub-07,0,tent_det,metadata_order,0.4961832061068702,0.49603174603174605,0.5074626865671642,0.5032679738562092,131,68,66,"[[31, 32], [34, 34]]"
sub-08,0,tent_det,metadata_order,0.4881889763779528,0.48697270471464016,0.453781512605042,0.48734491315136474,127,62,57,"[[35, 30], [35, 27]]"
sub-09,0,tent_det,metadata_order,0.4881889763779528,0.4918790604697651,0.4881889763779528,0.47726136931534235,127,58,69,"[[31, 38], [27, 31]]"
sub-10,0,tent_det,metadata_order,0.42142857142857143,0.4222290263319045,0.39097744360902253,0.49295774647887325,140,71,62,"[[33, 36], [45, 26]]"
sub-11,0,tent_det,metadata_order,0.5230769230769231,0.5224905303030303,0.5441176470588235,0.5047348484848484,130,66,70,"[[31, 33], [29, 37]]"
sub-12,0,tent_det,metadata_order,0.5365853658536586,0.5311004784688995,0.583941605839416,0.5255183413078149,123,66,71,"[[26, 31], [26, 40]]"
sub-13,0,tent_det,metadata_order,0.46808510638297873,0.4667874396135266,0.42748091603053434,0.49214975845410625,141,69,62,"[[38, 34], [41, 28]]"
sub-14,0,tent_det,metadata_order,0.524822695035461,0.5248490945674045,0.524822695035461,0.5084507042253521,141,70,71,"[[37, 34], [33, 37]]"
