subject,seed,arm,session_block_order,accuracy,balanced_accuracy,f1,roc_auc,n_windows,n_true_positive_class,n_predicted_positive,confusion_matrix
sub-23,1,tent_literal,metadata_order,0.5202702702702703,0.5202702702702703,0.5103448275862069,0.5231921110299489,148,74,71,"[[40, 34], [37, 37]]"
sub-24,1,tent_literal,metadata_order,0.4154929577464789,0.4170634920634921,0.4713375796178344,0.4458333333333333,142,70,87,"[[22, 50], [33, 37]]"
sub-25,1,tent_literal,metadata_order,0.5068493150684932,0.5068493150684932,0.47058823529411764,0.49990617376618507,146,73,63,"[[42, 31], [41, 32]]"
sub-26,1,tent_literal,metadata_order,0.4897959183673469,0.4893557941503147,0.5222929936305732,0.5127730470196223,147,74,83,"[[31, 42], [33, 41]]"
sub-27,1,tent_literal,metadata_order,0.5034013605442177,0.5029618659755646,0.535031847133758,0.4801925212884117,147,74,83,"[[32, 41], [32, 42]]"
sub-28,1,tent_literal,metadata_order,0.45038167938931295,0.4470128022759602,0.4,0.47297297297297297,131,57,63,"[[35, 39], [33, 24]]"
sub-29,1,tent_literal,metadata_order,0.5616438356164384,0.5619369369369369,0.5555555555555556,0.5424174174174173,146,74,70,"[[42, 30], [34, 40]]"
sub-30,1,tent_literal,metadata_order,0.4794520547945205,0.4794520547945206,0.5064935064935064,0.5045974854569338,146,73,81,"[[31, 42], [34, 39]]"
sub-31,1,tent_literal,metadata_order,0.4513888888888889,0.4508006945784295,0.4233576642335766,0.4225352112676056,144,71,66,"[[36, 37], [42, 29]]"
sub-32,1,tent_literal,metadata_order,0.45864661654135336,0.45837104072398194,0.4461538461538462,0.49638009049773757,133,65,65,"[[32, 36], [36, 29]]"
sub-33,1,tent_literal,metadata_order,0.4827586206896552,0.4829718417047184,0.4966442953020134,0.5165525114155252,145,72,77,"[[33, 40], [35, 37]]"
sub-34,1,tent_literal,metadata_order,0.5379310344827586,0.5381468797564688,0.524822695035461,0.508751902587519,145,73,68,"[[41, 31], [36, 37]]"
sub-35,1,tent_literal,metadata_order,0.541095890410959,0.5410958904109588,0.5562913907284768,0.5389378870332145,146,73,78,"[[37, 36], [31, 42]]"
sub-36,1,tent_literal,metadata_order,0.4896551724137931,0.4893455098934551,0.463768115942029,0.48953576864535775,145,72,66,"[[39, 34], [40, 32]]"
